total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry,avg_volume_lots,avg_turnover,news_theme,news_summary
74.5,41.0,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.48 個百分點', '股東人數近2週變化 -2.88%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計買超 7,305 張（約當期成交量 3.4%）', '近26個交易日融資餘額變化 -4.32%（下降代表籌碼較乾淨）', '近120個交易日內量增創高484.00元（95日前），目前拉回16.8%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.6%', '布林型態中性，無明顯訊號（帶寬11.2%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3260,TPEx,402.5,58.30378263105567,59.05505961843675,-0.10961057224991118,0.11168854839326692,middle,neutral,True,16.83884297520661,14.560304449648706,威剛,半導體業,9215.1,3822251453.0,電子零件元件,
74.0,32.0,20.0,10.1,12.0,"['千張大戶持股比例近2週變化 -0.02 個百分點', '股東人數近2週變化 -1.99%（下降代表散戶籌碼流出、籌碼集中）', '近11個交易日三大法人合計買超 26,183 張（約當期成交量 15.1%）', '近26個交易日融資餘額變化 -10.49%（下降代表籌碼較乾淨）', '近120個交易日內量增創高417.00元（70日前），目前拉回19.3%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.6%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬8.2%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2382,TWSE,336.5,51.04975220964677,50.73746791068431,-0.7179386309992143,0.08184443916085195,middle,buy_support,True,19.304556354916066,14.634146341463413,廣達,電子工業,15719.2,5256853643.0,電腦系統業,
65.5,34.0,18.0,6.0,7.5,"['千張大戶持股比例近2週變化 +0.38 個百分點', '股東人數近2週變化 +8.14%（下降代表散戶籌碼流出、籌碼集中）', '近11個交易日三大法人合計買超 10,767 張（約當期成交量 3.6%）', '近26個交易日融資餘額變化 -12.53%（下降代表籌碼較乾淨）', '近120個交易日內量增創高1180.00元（11日前），目前拉回17.2%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約17.6%', '布林型態中性，無明顯訊號（帶寬33.8%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3037,TWSE,977.0,56.17439011809232,56.38859191160687,2.168153931957615,0.3382956460433782,middle,neutral,True,17.203389830508474,17.56373937677054,欣興,電子工業,27548.7,28569302992.0,印刷電路板相關,
65.0,39.5,12.0,6.0,7.5,"['千張大戶持股比例近2週變化 +3.41 個百分點', '股東人數近2週變化 -8.94%（下降代表散戶籌碼流出、籌碼集中）', '近11個交易日三大法人合計賣超 1,744 張（約當期成交量 -0.9%）', '近26個交易日融資餘額變化 -1.77%（下降代表籌碼較乾淨）', '近120個交易日內量增創高222.00元（6日前），目前拉回15.1%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約20.0%', '布林型態中性，無明顯訊號（帶寬25.0%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",2464,TWSE,188.5,72.79340405001716,76.86324401454291,9.344032484168793,0.24974298124910188,middle,neutral,True,15.090090090090092,20.022497187851528,盟立,其他電子業,17215.7,3364708464.0,機器人,
63.0,21.0,20.0,10.1,12.0,"['千張大戶持股比例近2週變化 +1.10 個百分點', '股東人數近2週變化 -0.85%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計賣超 14,061 張（約當期成交量 -3.2%）', '近26個交易日融資餘額變化 +21.98%（下降代表籌碼較乾淨）', '近120個交易日內量增創高700.00元（59日前），目前拉回30.7%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約12.4%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬40.3%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",8358,TPEx,485.0,48.2636070651792,48.65531892341754,3.9731313420037218,0.40280675815842204,middle,buy_support,True,30.714285714285715,12.39388794567063,金居,電子零組件業,19292.0,9203554286.0,印刷電路板相關,
62.5,35.0,20.0,6.0,1.5,"['千張大戶持股比例近2週變化 +0.17 個百分點', '股東人數近2週變化 -1.12%（下降代表散戶籌碼流出、籌碼集中）', '近11個交易日三大法人合計買超 65,192 張（約當期成交量 3.0%）', '近26個交易日融資餘額變化 -2.99%（下降代表籌碼較乾淨）', '近120個交易日內量增創高70.90元（55日前），目前拉回32.7%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約17.1%', '布林型態中性，無明顯訊號（帶寬13.8%, 型態=normal, 位置=middle, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",3481,TWSE,47.7,25.882369347483976,26.528274156445562,-11.115252026460443,0.1377747134275556,middle,sell_breakdown,True,32.722143864598024,17.117117117117107,群創,光電業,199297.7,9655278098.0,面板業,
61.5,36.5,0.0,10.1,15.0,"['千張大戶持股比例近2週變化 +1.55 個百分點', '股東人數近2週變化 -3.94%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計賣超 979 張（約當期成交量 -2.6%）', '近26個交易日融資餘額變化 -12.32%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬27.3%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",3491,TPEx,1415.0,85.57476364016624,82.34744074783305,10.673688601522581,0.27337763444389784,middle,buy_breakout,False,35.68181818181818,15.063649222065063,昇達科,通信網路業,1665.3,2331539786.0,網通設備,
61.5,34.0,20.0,6.0,1.5,"['千張大戶持股比例近2週變化 +0.49 個百分點', '股東人數近2週變化 -3.38%（下降代表散戶籌碼流出、籌碼集中）', '近11個交易日三大法人合計買超 14,888 張（約當期成交量 6.1%）', '近26個交易日融資餘額變化 +12.94%（下降代表籌碼較乾淨）', '近120個交易日內量增創高122.50元（41日前），目前拉回29.2%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約21.4%', '布林型態中性，無明顯訊號（帶寬8.1%, 型態=normal, 位置=lower, 開喇叭=否）', '月線準備往下，股價跌破月線 -> 葛蘭碧賣點④']",8150,TWSE,86.7,40.04938498319086,41.31725547884442,-8.810433685096223,0.08140760761013872,lower,sell_breakdown,True,29.224489795918362,21.401752190237808,南茂,電子工業,22085.8,1988468963.0,IC封裝測試,
61.0,33.5,14.0,6.0,7.5,"['千張大戶持股比例近2週變化 +1.39 個百分點', '股東人數近2週變化 -13.08%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計買超 2,525 張（約當期成交量 2.5%）', '近26個交易日融資餘額變化 +7.90%（下降代表籌碼較乾淨）', '近120個交易日內量增創高3530.00元（9日前），目前拉回20.4%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約19.2%', '布林型態中性，無明顯訊號（帶寬34.4%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3081,TPEx,2810.0,69.2746161730986,74.6945902997696,19.582949145329447,0.3436896029097987,middle,neutral,True,20.396600566572236,19.225300824153756,聯亞,通信網路業,4327.1,13204603011.0,IC製造,
60.5,38.0,0.0,15.0,7.5,"['千張大戶持股比例近2週變化 +0.09 個百分點', '股東人數近2週變化 -0.19%（下降代表散戶籌碼流出、籌碼集中）', '近11個交易日三大法人合計買超 25,269 張（約當期成交量 25.0%）', '近26個交易日融資餘額變化 -2.90%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '帶寬窄後開喇叭，股價沿上軌上攻，且三大法人同步買超 -> 最強買點型態(範例2)（帶寬4.3%, 型態=narrow, 位置=upper, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",2412,TWSE,140.5,50.901410907318805,43.98059955259092,1.511228851827324,0.04290690311279615,upper,neutral,False,4.09556313993174,4.3478260869565215,中華電,通信網路業,9198.1,1263245905.0,網通設備,
