stock_id,net_buy,date
064669,61000.0,2026-07-07
071127,61000.0,2026-07-07
070805,61000.0,2026-07-07
070756,61000.0,2026-07-07
072423,61000.0,2026-07-07
065575,61000.0,2026-07-07
071500,61000.0,2026-07-07
057223,61000.0,2026-07-07
067420,61000.0,2026-07-07
08258U,61000.0,2026-07-07
00982T,60611.0,2026-07-07
058862,60000.0,2026-07-07
067627,60000.0,2026-07-07
067287,60000.0,2026-07-07
03301T,60000.0,2026-07-07
057539,60000.0,2026-07-07
074202,60000.0,2026-07-07
066939,60000.0,2026-07-07
066338,60000.0,2026-07-07
051174,60000.0,2026-07-07
065356,60000.0,2026-07-07
065906,60000.0,2026-07-07
072268,60000.0,2026-07-07
072114,60000.0,2026-07-07
072110,60000.0,2026-07-07
071893,60000.0,2026-07-07
052593,60000.0,2026-07-07
052451,60000.0,2026-07-07
070869,60000.0,2026-07-07
044926,60000.0,2026-07-07
064444,60000.0,2026-07-07
03505T,60000.0,2026-07-07
064993,60000.0,2026-07-07
060593,60000.0,2026-07-07
060483,60000.0,2026-07-07
059250,60000.0,2026-07-07
059102,60000.0,2026-07-07
061504,60000.0,2026-07-07
061135,60000.0,2026-07-07
062162,60000.0,2026-07-07
069334,60000.0,2026-07-07
062220,60000.0,2026-07-07
062314,60000.0,2026-07-07
063725,60000.0,2026-07-07
069610,60000.0,2026-07-07
063618,60000.0,2026-07-07
063868,60000.0,2026-07-07
3705,59055.0,2026-07-07
069265,59000.0,2026-07-07
069422,59000.0,2026-07-07
062931,59000.0,2026-07-07
067908,59000.0,2026-07-07
060486,59000.0,2026-07-07
060507,59000.0,2026-07-07
060570,59000.0,2026-07-07
060319,59000.0,2026-07-07
068592,59000.0,2026-07-07
060199,59000.0,2026-07-07
064289,59000.0,2026-07-07
064840,59000.0,2026-07-07
070378,59000.0,2026-07-07
070315,59000.0,2026-07-07
070715,59000.0,2026-07-07
071152,59000.0,2026-07-07
071958,59000.0,2026-07-07
072196,59000.0,2026-07-07
072357,59000.0,2026-07-07
065371,59000.0,2026-07-07
049759,59000.0,2026-07-07
051439,59000.0,2026-07-07
071457,59000.0,2026-07-07
072557,59000.0,2026-07-07
066891,59000.0,2026-07-07
073636,59000.0,2026-07-07
057959,59000.0,2026-07-07
006205,58993.0,2026-07-07
3094,58671.0,2026-07-07
068681,58000.0,2026-07-07
067887,58000.0,2026-07-07
069530,58000.0,2026-07-07
062004,58000.0,2026-07-07
073656,58000.0,2026-07-07
073930,58000.0,2026-07-07
07402U,58000.0,2026-07-07
066656,58000.0,2026-07-07
073162,58000.0,2026-07-07
072532,58000.0,2026-07-07
073005,58000.0,2026-07-07
071754,58000.0,2026-07-07
051906,58000.0,2026-07-07
051819,58000.0,2026-07-07
051064,58000.0,2026-07-07
049929,58000.0,2026-07-07
065373,58000.0,2026-07-07
072211,58000.0,2026-07-07
072040,58000.0,2026-07-07
038840,58000.0,2026-07-07
064502,58000.0,2026-07-07
064736,58000.0,2026-07-07
8081,57545.0,2026-07-07
069489,57000.0,2026-07-07
6794,57000.0,2026-07-07
067967,57000.0,2026-07-07
067796,57000.0,2026-07-07
068797,57000.0,2026-07-07
068886,57000.0,2026-07-07
070034,57000.0,2026-07-07
064184,57000.0,2026-07-07
069590,57000.0,2026-07-07
03446T,57000.0,2026-07-07
069688,57000.0,2026-07-07
035458,57000.0,2026-07-07
064468,57000.0,2026-07-07
038862,57000.0,2026-07-07
070440,57000.0,2026-07-07
072149,57000.0,2026-07-07
053167,57000.0,2026-07-07
051453,57000.0,2026-07-07
054658,57000.0,2026-07-07
056677,57000.0,2026-07-07
073227,57000.0,2026-07-07
066717,57000.0,2026-07-07
057249,57000.0,2026-07-07
058219,57000.0,2026-07-07
067481,57000.0,2026-07-07
7610,56807.0,2026-07-07
3653,56645.0,2026-07-07
2207,56575.0,2026-07-07
00903,56215.0,2026-07-07
073790,56000.0,2026-07-07
073322,56000.0,2026-07-07
066788,56000.0,2026-07-07
056174,56000.0,2026-07-07
071716,56000.0,2026-07-07
071644,56000.0,2026-07-07
050176,56000.0,2026-07-07
065388,56000.0,2026-07-07
070460,56000.0,2026-07-07
064626,56000.0,2026-07-07
071059,56000.0,2026-07-07
045356,56000.0,2026-07-07
044091,56000.0,2026-07-07
059944,56000.0,2026-07-07
060973,56000.0,2026-07-07
069059,55000.0,2026-07-07
061725,55000.0,2026-07-07
062247,55000.0,2026-07-07
059913,55000.0,2026-07-07
059893,55000.0,2026-07-07
068557,55000.0,2026-07-07
068327,55000.0,2026-07-07
068042,55000.0,2026-07-07
067940,55000.0,2026-07-07
059268,55000.0,2026-07-07
068691,55000.0,2026-07-07
068657,55000.0,2026-07-07
068900,55000.0,2026-07-07
063806,55000.0,2026-07-07
063588,55000.0,2026-07-07
063820,55000.0,2026-07-07
070131,55000.0,2026-07-07
045513,55000.0,2026-07-07
070693,55000.0,2026-07-07
047657,55000.0,2026-07-07
048248,55000.0,2026-07-07
064637,55000.0,2026-07-07
070416,55000.0,2026-07-07
070222,55000.0,2026-07-07
071481,55000.0,2026-07-07
052141,55000.0,2026-07-07
071883,55000.0,2026-07-07
056234,55000.0,2026-07-07
056114,55000.0,2026-07-07
072561,55000.0,2026-07-07
055147,55000.0,2026-07-07
073704,55000.0,2026-07-07
058186,55000.0,2026-07-07
058273,55000.0,2026-07-07
08731U,55000.0,2026-07-07
2465,54215.0,2026-07-07
6215,54064.0,2026-07-07
059697,54000.0,2026-07-07
068302,54000.0,2026-07-07
064340,54000.0,2026-07-07
069855,54000.0,2026-07-07
069601,54000.0,2026-07-07
069686,54000.0,2026-07-07
058447,54000.0,2026-07-07
055131,54000.0,2026-07-07
055384,54000.0,2026-07-07
072798,54000.0,2026-07-07
072703,54000.0,2026-07-07
066429,54000.0,2026-07-07
073135,54000.0,2026-07-07
073426,54000.0,2026-07-07
072127,54000.0,2026-07-07
070509,54000.0,2026-07-07
065058,54000.0,2026-07-07
064491,53000.0,2026-07-07
070838,53000.0,2026-07-07
052690,53000.0,2026-07-07
065771,53000.0,2026-07-07
071611,53000.0,2026-07-07
071715,53000.0,2026-07-07
051710,53000.0,2026-07-07
051262,53000.0,2026-07-07
073400,53000.0,2026-07-07
072932,53000.0,2026-07-07
072883,53000.0,2026-07-07
058465,53000.0,2026-07-07
057628,53000.0,2026-07-07
059193,53000.0,2026-07-07
060630,53000.0,2026-07-07
060627,53000.0,2026-07-07
060833,53000.0,2026-07-07
061215,53000.0,2026-07-07
062469,53000.0,2026-07-07
062816,53000.0,2026-07-07
6670,52444.0,2026-07-07
1517,52207.0,2026-07-07
00647L,52189.0,2026-07-07
00944,52022.0,2026-07-07
067733,52000.0,2026-07-07
067525,52000.0,2026-07-07
058222,52000.0,2026-07-07
057547,52000.0,2026-07-07
072831,52000.0,2026-07-07
055352,52000.0,2026-07-07
057387,52000.0,2026-07-07
071492,52000.0,2026-07-07
065199,52000.0,2026-07-07
039842,52000.0,2026-07-07
070674,52000.0,2026-07-07
070675,52000.0,2026-07-07
064861,52000.0,2026-07-07
070330,52000.0,2026-07-07
060246,52000.0,2026-07-07
059883,52000.0,2026-07-07
061782,52000.0,2026-07-07
061489,52000.0,2026-07-07
009809,51710.0,2026-07-07
057943,51000.0,2026-07-07
073316,51000.0,2026-07-07
073175,51000.0,2026-07-07
072790,51000.0,2026-07-07
054523,51000.0,2026-07-07
070480,51000.0,2026-07-07
064525,51000.0,2026-07-07
064596,51000.0,2026-07-07
070741,51000.0,2026-07-07
071119,51000.0,2026-07-07
071791,51000.0,2026-07-07
048587,51000.0,2026-07-07
054048,51000.0,2026-07-07
061639,51000.0,2026-07-07
069183,51000.0,2026-07-07
069407,51000.0,2026-07-07
069514,51000.0,2026-07-07
068274,51000.0,2026-07-07
059980,51000.0,2026-07-07
063737,51000.0,2026-07-07
069760,51000.0,2026-07-07
069937,51000.0,2026-07-07
064171,50000.0,2026-07-07
064357,50000.0,2026-07-07
070023,50000.0,2026-07-07
070046,50000.0,2026-07-07
064043,50000.0,2026-07-07
063748,50000.0,2026-07-07
063749,50000.0,2026-07-07
03451T,50000.0,2026-07-07
060009,50000.0,2026-07-07
059962,50000.0,2026-07-07
059977,50000.0,2026-07-07
068700,50000.0,2026-07-07
068395,50000.0,2026-07-07
059176,50000.0,2026-07-07
032385,50000.0,2026-07-07
067951,50000.0,2026-07-07
059395,50000.0,2026-07-07
059518,50000.0,2026-07-07
069456,50000.0,2026-07-07
062632,50000.0,2026-07-07
062383,50000.0,2026-07-07
062902,50000.0,2026-07-07
062917,50000.0,2026-07-07
063347,50000.0,2026-07-07
069204,50000.0,2026-07-07
062031,50000.0,2026-07-07
061399,50000.0,2026-07-07
065934,50000.0,2026-07-07
065992,50000.0,2026-07-07
065863,50000.0,2026-07-07
065844,50000.0,2026-07-07
053453,50000.0,2026-07-07
053519,50000.0,2026-07-07
052413,50000.0,2026-07-07
053065,50000.0,2026-07-07
053263,50000.0,2026-07-07
048775,50000.0,2026-07-07
048737,50000.0,2026-07-07
049804,50000.0,2026-07-07
051279,50000.0,2026-07-07
065631,50000.0,2026-07-07
050541,50000.0,2026-07-07
071669,50000.0,2026-07-07
071699,50000.0,2026-07-07
071650,50000.0,2026-07-07
071559,50000.0,2026-07-07
071471,50000.0,2026-07-07
070957,50000.0,2026-07-07
070808,50000.0,2026-07-07
065171,50000.0,2026-07-07
048249,50000.0,2026-07-07
047648,50000.0,2026-07-07
070738,50000.0,2026-07-07
070726,50000.0,2026-07-07
046398,50000.0,2026-07-07
070561,50000.0,2026-07-07
036450,50000.0,2026-07-07
064710,50000.0,2026-07-07
064446,50000.0,2026-07-07
070398,50000.0,2026-07-07
070318,50000.0,2026-07-07
064838,50000.0,2026-07-07
038204,50000.0,2026-07-07
038526,50000.0,2026-07-07
065061,50000.0,2026-07-07
038837,50000.0,2026-07-07
066216,50000.0,2026-07-07
072514,50000.0,2026-07-07
072724,50000.0,2026-07-07
055312,50000.0,2026-07-07
055128,50000.0,2026-07-07
055794,50000.0,2026-07-07
056787,50000.0,2026-07-07
066738,50000.0,2026-07-07
056308,50000.0,2026-07-07
057379,50000.0,2026-07-07
073453,50000.0,2026-07-07
057859,50000.0,2026-07-07
057745,50000.0,2026-07-07
07841U,50000.0,2026-07-07
058399,50000.0,2026-07-07
033552,50000.0,2026-07-07
058348,50000.0,2026-07-07
073580,50000.0,2026-07-07
073701,50000.0,2026-07-07
067152,50000.0,2026-07-07
073800,50000.0,2026-07-07
074204,50000.0,2026-07-07
058676,50000.0,2026-07-07
058687,50000.0,2026-07-07
067618,50000.0,2026-07-07
067564,50000.0,2026-07-07
067303,50000.0,2026-07-07
067265,50000.0,2026-07-07
08609U,50000.0,2026-07-07
00640L,49831.0,2026-07-07
6799,49120.0,2026-07-07
069060,49000.0,2026-07-07
069194,49000.0,2026-07-07
062867,49000.0,2026-07-07
062818,49000.0,2026-07-07
062935,49000.0,2026-07-07
063110,49000.0,2026-07-07
069390,49000.0,2026-07-07
069383,49000.0,2026-07-07
068962,49000.0,2026-07-07
060597,49000.0,2026-07-07
068788,49000.0,2026-07-07
059448,49000.0,2026-07-07
067953,49000.0,2026-07-07
067810,49000.0,2026-07-07
059161,49000.0,2026-07-07
058967,49000.0,2026-07-07
068330,49000.0,2026-07-07
063651,49000.0,2026-07-07
064341,49000.0,2026-07-07
058608,49000.0,2026-07-07
067731,49000.0,2026-07-07
058762,49000.0,2026-07-07
073936,49000.0,2026-07-07
057523,49000.0,2026-07-07
030586,49000.0,2026-07-07
057667,49000.0,2026-07-07
054953,49000.0,2026-07-07
072529,49000.0,2026-07-07
066455,49000.0,2026-07-07
064997,49000.0,2026-07-07
070355,49000.0,2026-07-07
070518,49000.0,2026-07-07
042878,49000.0,2026-07-07
070749,49000.0,2026-07-07
070799,49000.0,2026-07-07
071523,49000.0,2026-07-07
065407,49000.0,2026-07-07
071917,49000.0,2026-07-07
053735,49000.0,2026-07-07
053748,49000.0,2026-07-07
053901,49000.0,2026-07-07
9911,48952.0,2026-07-07
3596,48621.0,2026-07-07
00692,48383.0,2026-07-07
069381,48000.0,2026-07-07
069343,48000.0,2026-07-07
062798,48000.0,2026-07-07
062167,48000.0,2026-07-07
069066,48000.0,2026-07-07
068385,48000.0,2026-07-07
068725,48000.0,2026-07-07
069022,48000.0,2026-07-07
070070,48000.0,2026-07-07
071922,48000.0,2026-07-07
071927,48000.0,2026-07-07
072101,48000.0,2026-07-07
049431,48000.0,2026-07-07
051089,48000.0,2026-07-07
071622,48000.0,2026-07-07
071230,48000.0,2026-07-07
045709,48000.0,2026-07-07
039472,48000.0,2026-07-07
070445,48000.0,2026-07-07
070237,48000.0,2026-07-07
070181,48000.0,2026-07-07
070162,48000.0,2026-07-07
064940,48000.0,2026-07-07
066313,48000.0,2026-07-07
072946,48000.0,2026-07-07
073493,48000.0,2026-07-07
073719,48000.0,2026-07-07
00921,47630.0,2026-07-07
074006,47000.0,2026-07-07
031316,47000.0,2026-07-07
066790,47000.0,2026-07-07
073160,47000.0,2026-07-07
072598,47000.0,2026-07-07
038363,47000.0,2026-07-07
070345,47000.0,2026-07-07
035740,47000.0,2026-07-07
03581T,47000.0,2026-07-07
064764,47000.0,2026-07-07
03733B,47000.0,2026-07-07
071020,47000.0,2026-07-07
051073,47000.0,2026-07-07
072176,47000.0,2026-07-07
071976,47000.0,2026-07-07
053539,47000.0,2026-07-07
072293,47000.0,2026-07-07
070019,47000.0,2026-07-07
069632,47000.0,2026-07-07
063800,47000.0,2026-07-07
069764,47000.0,2026-07-07
069771,47000.0,2026-07-07
068255,47000.0,2026-07-07
058914,47000.0,2026-07-07
067956,47000.0,2026-07-07
067882,47000.0,2026-07-07
061684,47000.0,2026-07-07
033957,47000.0,2026-07-07
062693,47000.0,2026-07-07
063027,46000.0,2026-07-07
061035,46000.0,2026-07-07
030350,46000.0,2026-07-07
058909,46000.0,2026-07-07
059058,46000.0,2026-07-07
060832,46000.0,2026-07-07
060491,46000.0,2026-07-07
2506,46000.0,2026-07-07
068714,46000.0,2026-07-07
069608,46000.0,2026-07-07
063589,46000.0,2026-07-07
072365,46000.0,2026-07-07
053579,46000.0,2026-07-07
072026,46000.0,2026-07-07
071831,46000.0,2026-07-07
065153,46000.0,2026-07-07
048519,46000.0,2026-07-07
064611,46000.0,2026-07-07
064440,46000.0,2026-07-07
070307,46000.0,2026-07-07
066367,46000.0,2026-07-07
055134,46000.0,2026-07-07
066697,46000.0,2026-07-07
056066,46000.0,2026-07-07
057005,46000.0,2026-07-07
066797,46000.0,2026-07-07
073406,46000.0,2026-07-07
067716,46000.0,2026-07-07
067215,46000.0,2026-07-07
067263,46000.0,2026-07-07
6757,45775.0,2026-07-07
3035,45111.0,2026-07-07
068787,45000.0,2026-07-07
068279,45000.0,2026-07-07
059816,45000.0,2026-07-07
068492,45000.0,2026-07-07
063097,45000.0,2026-07-07
063331,45000.0,2026-07-07
062355,45000.0,2026-07-07
070097,45000.0,2026-07-07
067246,45000.0,2026-07-07
067775,45000.0,2026-07-07
058143,45000.0,2026-07-07
058329,45000.0,2026-07-07
057860,45000.0,2026-07-07
057890,45000.0,2026-07-07
057171,45000.0,2026-07-07
056314,45000.0,2026-07-07
056636,45000.0,2026-07-07
055069,45000.0,2026-07-07
054458,45000.0,2026-07-07
066414,45000.0,2026-07-07
066482,45000.0,2026-07-07
070504,45000.0,2026-07-07
038839,45000.0,2026-07-07
064470,45000.0,2026-07-07
03608T,45000.0,2026-07-07
064686,45000.0,2026-07-07
03653T,45000.0,2026-07-07
048510,45000.0,2026-07-07
065136,45000.0,2026-07-07
070830,45000.0,2026-07-07
070899,45000.0,2026-07-07
044877,45000.0,2026-07-07
072389,45000.0,2026-07-07
072289,45000.0,2026-07-07
072266,45000.0,2026-07-07
3321,44045.0,2026-07-07
068790,44000.0,2026-07-07
059494,44000.0,2026-07-07
061173,44000.0,2026-07-07
061123,44000.0,2026-07-07
061454,44000.0,2026-07-07
052585,44000.0,2026-07-07
051264,44000.0,2026-07-07
044796,44000.0,2026-07-07
042686,44000.0,2026-07-07
055959,44000.0,2026-07-07
072939,44000.0,2026-07-07
056765,44000.0,2026-07-07
066935,44000.0,2026-07-07
073482,44000.0,2026-07-07
073908,44000.0,2026-07-07
067769,44000.0,2026-07-07
067789,44000.0,2026-07-07
08732U,44000.0,2026-07-07
067434,44000.0,2026-07-07
6573,43935.0,2026-07-07
2233,43540.0,2026-07-07
060251,43000.0,2026-07-07
060596,43000.0,2026-07-07
060547,43000.0,2026-07-07
059230,43000.0,2026-07-07
6657,43000.0,2026-07-07
061527,43000.0,2026-07-07
063164,43000.0,2026-07-07
062863,43000.0,2026-07-07
062857,43000.0,2026-07-07
062883,43000.0,2026-07-07
064158,43000.0,2026-07-07
063642,43000.0,2026-07-07
063768,43000.0,2026-07-07
063903,43000.0,2026-07-07
069757,43000.0,2026-07-07
067622,43000.0,2026-07-07
057937,43000.0,2026-07-07
073511,43000.0,2026-07-07
057008,43000.0,2026-07-07
056441,43000.0,2026-07-07
072682,43000.0,2026-07-07
055697,43000.0,2026-07-07
055420,43000.0,2026-07-07
054703,43000.0,2026-07-07
070906,43000.0,2026-07-07
071043,43000.0,2026-07-07
064645,43000.0,2026-07-07
064937,43000.0,2026-07-07
065549,43000.0,2026-07-07
072207,43000.0,2026-07-07
053457,43000.0,2026-07-07
066171,43000.0,2026-07-07
9941,42279.0,2026-07-07
063505,42000.0,2026-07-07
033944,42000.0,2026-07-07
033650,42000.0,2026-07-07
061929,42000.0,2026-07-07
059381,42000.0,2026-07-07
060417,42000.0,2026-07-07
063694,42000.0,2026-07-07
072099,42000.0,2026-07-07
051886,42000.0,2026-07-07
071629,42000.0,2026-07-07
071672,42000.0,2026-07-07
071356,42000.0,2026-07-07
064994,42000.0,2026-07-07
071011,42000.0,2026-07-07
055366,42000.0,2026-07-07
056736,42000.0,2026-07-07
057092,42000.0,2026-07-07
067781,42000.0,2026-07-07
067236,42000.0,2026-07-07
009800,41772.0,2026-07-07
6024,41520.0,2026-07-07
00731,41469.0,2026-07-07
1532,41421.0,2026-07-07
1464,41000.0,2026-07-07
067764,41000.0,2026-07-07
067691,41000.0,2026-07-07
080844,41000.0,2026-07-07
058272,41000.0,2026-07-07
073648,41000.0,2026-07-07
056931,41000.0,2026-07-07
067021,41000.0,2026-07-07
057254,41000.0,2026-07-07
057274,41000.0,2026-07-07
040972,41000.0,2026-07-07
043300,41000.0,2026-07-07
043387,41000.0,2026-07-07
070447,41000.0,2026-07-07
070201,41000.0,2026-07-07
03615T,41000.0,2026-07-07
065755,41000.0,2026-07-07
051923,41000.0,2026-07-07
050701,41000.0,2026-07-07
052703,41000.0,2026-07-07
065969,41000.0,2026-07-07
062391,41000.0,2026-07-07
062401,41000.0,2026-07-07
069098,41000.0,2026-07-07
062079,41000.0,2026-07-07
060137,41000.0,2026-07-07
059683,41000.0,2026-07-07
03219T,41000.0,2026-07-07
069930,41000.0,2026-07-07
064110,41000.0,2026-07-07
6534,40559.0,2026-07-07
4582,40366.0,2026-07-07
061271,40000.0,2026-07-07
061425,40000.0,2026-07-07
061947,40000.0,2026-07-07
061883,40000.0,2026-07-07
062177,40000.0,2026-07-07
062136,40000.0,2026-07-07
062394,40000.0,2026-07-07
069503,40000.0,2026-07-07
062567,40000.0,2026-07-07
062579,40000.0,2026-07-07
03364T,40000.0,2026-07-07
063475,40000.0,2026-07-07
062918,40000.0,2026-07-07
059092,40000.0,2026-07-07
067792,40000.0,2026-07-07
059890,40000.0,2026-07-07
068267,40000.0,2026-07-07
068687,40000.0,2026-07-07
060220,40000.0,2026-07-07
060425,40000.0,2026-07-07
060456,40000.0,2026-07-07
068763,40000.0,2026-07-07
060540,40000.0,2026-07-07
060628,40000.0,2026-07-07
060836,40000.0,2026-07-07
070045,40000.0,2026-07-07
069905,40000.0,2026-07-07
064001,40000.0,2026-07-07
053612,40000.0,2026-07-07
053983,40000.0,2026-07-07
053534,40000.0,2026-07-07
072203,40000.0,2026-07-07
072224,40000.0,2026-07-07
072238,40000.0,2026-07-07
072329,40000.0,2026-07-07
052895,40000.0,2026-07-07
052910,40000.0,2026-07-07
053050,40000.0,2026-07-07
052351,40000.0,2026-07-07
072188,40000.0,2026-07-07
065621,40000.0,2026-07-07
065733,40000.0,2026-07-07
07173U,40000.0,2026-07-07
071624,40000.0,2026-07-07
065807,40000.0,2026-07-07
064667,40000.0,2026-07-07
064494,40000.0,2026-07-07
064536,40000.0,2026-07-07
035765,40000.0,2026-07-07
035069,40000.0,2026-07-07
070141,40000.0,2026-07-07
064920,40000.0,2026-07-07
064883,40000.0,2026-07-07
044405,40000.0,2026-07-07
070566,40000.0,2026-07-07
071021,40000.0,2026-07-07
070836,40000.0,2026-07-07
070804,40000.0,2026-07-07
048449,40000.0,2026-07-07
047316,40000.0,2026-07-07
071157,40000.0,2026-07-07
071176,40000.0,2026-07-07
066958,40000.0,2026-07-07
073476,40000.0,2026-07-07
057377,40000.0,2026-07-07
057173,40000.0,2026-07-07
066761,40000.0,2026-07-07
056452,40000.0,2026-07-07
055812,40000.0,2026-07-07
072768,40000.0,2026-07-07
072980,40000.0,2026-07-07
072599,40000.0,2026-07-07
072477,40000.0,2026-07-07
066317,40000.0,2026-07-07
054158,40000.0,2026-07-07
073595,40000.0,2026-07-07
073851,40000.0,2026-07-07
030592,40000.0,2026-07-07
058358,40000.0,2026-07-07
058408,40000.0,2026-07-07
057815,40000.0,2026-07-07
058106,40000.0,2026-07-07
03055T,40000.0,2026-07-07
058725,40000.0,2026-07-07
058879,40000.0,2026-07-07
08275U,40000.0,2026-07-07
067295,39000.0,2026-07-07
067489,39000.0,2026-07-07
058826,39000.0,2026-07-07
054157,39000.0,2026-07-07
066286,39000.0,2026-07-07
055987,39000.0,2026-07-07
055682,39000.0,2026-07-07
073052,39000.0,2026-07-07
073239,39000.0,2026-07-07
056707,39000.0,2026-07-07
067029,39000.0,2026-07-07
047220,39000.0,2026-07-07
070848,39000.0,2026-07-07
070865,39000.0,2026-07-07
071113,39000.0,2026-07-07
046627,39000.0,2026-07-07
039027,39000.0,2026-07-07
070262,39000.0,2026-07-07
035057,39000.0,2026-07-07
03600T,39000.0,2026-07-07
071543,39000.0,2026-07-07
071634,39000.0,2026-07-07
051806,39000.0,2026-07-07
071801,39000.0,2026-07-07
049869,39000.0,2026-07-07
053419,39000.0,2026-07-07
064134,39000.0,2026-07-07
068614,39000.0,2026-07-07
068266,39000.0,2026-07-07
068145,39000.0,2026-07-07
059644,39000.0,2026-07-07
069448,39000.0,2026-07-07
069505,39000.0,2026-07-07
062231,39000.0,2026-07-07
062113,39000.0,2026-07-07
069083,39000.0,2026-07-07
060912,39000.0,2026-07-07
3030,38469.0,2026-07-07
068405,38000.0,2026-07-07
061708,38000.0,2026-07-07
062040,38000.0,2026-07-07
062499,38000.0,2026-07-07
069402,38000.0,2026-07-07
062940,38000.0,2026-07-07
070108,38000.0,2026-07-07
072356,38000.0,2026-07-07
066151,38000.0,2026-07-07
054071,38000.0,2026-07-07
072028,38000.0,2026-07-07
053113,38000.0,2026-07-07
046802,38000.0,2026-07-07
044698,38000.0,2026-07-07
070564,38000.0,2026-07-07
040504,38000.0,2026-07-07
070931,38000.0,2026-07-07
070778,38000.0,2026-07-07
071195,38000.0,2026-07-07
056938,38000.0,2026-07-07
073190,38000.0,2026-07-07
066758,38000.0,2026-07-07
066613,38000.0,2026-07-07
056077,38000.0,2026-07-07
055167,38000.0,2026-07-07
066393,38000.0,2026-07-07
072473,38000.0,2026-07-07
072584,38000.0,2026-07-07
08999U,38000.0,2026-07-07
067485,38000.0,2026-07-07
067478,38000.0,2026-07-07
032906,38000.0,2026-07-07
3034,37732.0,2026-07-07
6112,37526.0,2026-07-07
00643,37297.0,2026-07-07
060798,37000.0,2026-07-07
068899,37000.0,2026-07-07
068295,37000.0,2026-07-07
068566,37000.0,2026-07-07
068491,37000.0,2026-07-07
067972,37000.0,2026-07-07
061542,37000.0,2026-07-07
061126,37000.0,2026-07-07
062166,37000.0,2026-07-07
062228,37000.0,2026-07-07
069636,37000.0,2026-07-07
069676,37000.0,2026-07-07
069685,37000.0,2026-07-07
067087,37000.0,2026-07-07
067229,37000.0,2026-07-07
072606,37000.0,2026-07-07
066319,37000.0,2026-07-07
072904,37000.0,2026-07-07
056630,37000.0,2026-07-07
073292,37000.0,2026-07-07
071162,37000.0,2026-07-07
065233,37000.0,2026-07-07
039478,37000.0,2026-07-07
064629,37000.0,2026-07-07
064427,37000.0,2026-07-07
071919,37000.0,2026-07-07
066049,37000.0,2026-07-07
066025,37000.0,2026-07-07
072428,37000.0,2026-07-07
051791,37000.0,2026-07-07
071630,37000.0,2026-07-07
071696,37000.0,2026-07-07
071691,36000.0,2026-07-07
071495,36000.0,2026-07-07
065470,36000.0,2026-07-07
053525,36000.0,2026-07-07
072102,36000.0,2026-07-07
064697,36000.0,2026-07-07
064725,36000.0,2026-07-07
070429,36000.0,2026-07-07
070657,36000.0,2026-07-07
070834,36000.0,2026-07-07
057255,36000.0,2026-07-07
056688,36000.0,2026-07-07
056235,36000.0,2026-07-07
056589,36000.0,2026-07-07
058510,36000.0,2026-07-07
058619,36000.0,2026-07-07
088635,36000.0,2026-07-07
067517,36000.0,2026-07-07
067683,36000.0,2026-07-07
057514,36000.0,2026-07-07
08026U,36000.0,2026-07-07
062727,36000.0,2026-07-07
062913,36000.0,2026-07-07
063415,36000.0,2026-07-07
069131,36000.0,2026-07-07
061505,36000.0,2026-07-07
068472,36000.0,2026-07-07
068567,36000.0,2026-07-07
068315,36000.0,2026-07-07
068375,36000.0,2026-07-07
060067,36000.0,2026-07-07
060297,36000.0,2026-07-07
6658,35942.0,2026-07-07
00703,35052.0,2026-07-07
062375,35000.0,2026-07-07
062430,35000.0,2026-07-07
062631,35000.0,2026-07-07
063516,35000.0,2026-07-07
063204,35000.0,2026-07-07
061721,35000.0,2026-07-07
062109,35000.0,2026-07-07
061473,35000.0,2026-07-07
061291,35000.0,2026-07-07
060457,35000.0,2026-07-07
00654R,35000.0,2026-07-07
068323,35000.0,2026-07-07
068065,35000.0,2026-07-07
068066,35000.0,2026-07-07
068050,35000.0,2026-07-07
059803,35000.0,2026-07-07
059668,35000.0,2026-07-07
058917,35000.0,2026-07-07
070132,35000.0,2026-07-07
057626,35000.0,2026-07-07
057838,35000.0,2026-07-07
067617,35000.0,2026-07-07
058888,35000.0,2026-07-07
1512,35000.0,2026-07-07
067533,35000.0,2026-07-07
066926,35000.0,2026-07-07
072973,35000.0,2026-07-07
066345,35000.0,2026-07-07
054524,35000.0,2026-07-07
054663,35000.0,2026-07-07
070776,35000.0,2026-07-07
070602,35000.0,2026-07-07
044089,35000.0,2026-07-07
043937,35000.0,2026-07-07
043667,35000.0,2026-07-07
038987,35000.0,2026-07-07
064854,35000.0,2026-07-07
064438,35000.0,2026-07-07
071943,35000.0,2026-07-07
053281,35000.0,2026-07-07
052403,35000.0,2026-07-07
053662,35000.0,2026-07-07
054004,35000.0,2026-07-07
065493,35000.0,2026-07-07
065266,35000.0,2026-07-07
065586,35000.0,2026-07-07
050742,34000.0,2026-07-07
050569,34000.0,2026-07-07
071510,34000.0,2026-07-07
071396,34000.0,2026-07-07
071333,34000.0,2026-07-07
071319,34000.0,2026-07-07
072361,34000.0,2026-07-07
053098,34000.0,2026-07-07
052858,34000.0,2026-07-07
071858,34000.0,2026-07-07
065001,34000.0,2026-07-07
070521,34000.0,2026-07-07
070796,34000.0,2026-07-07
071087,34000.0,2026-07-07
065157,34000.0,2026-07-07
066417,34000.0,2026-07-07
054863,34000.0,2026-07-07
055046,34000.0,2026-07-07
056142,34000.0,2026-07-07
056478,34000.0,2026-07-07
087683,34000.0,2026-07-07
