stock_id,net_buy,date
069745,555000.0,2026-07-07
070644,553000.0,2026-07-07
071837,553000.0,2026-07-07
069639,551000.0,2026-07-07
068110,549000.0,2026-07-07
070889,549000.0,2026-07-07
00708L,547764.0,2026-07-07
8473,546163.0,2026-07-07
052944,544000.0,2026-07-07
071779,543000.0,2026-07-07
069734,541000.0,2026-07-07
2497,540149.0,2026-07-07
066540,540000.0,2026-07-07
068452,539000.0,2026-07-07
069917,538000.0,2026-07-07
055912,538000.0,2026-07-07
058534,538000.0,2026-07-07
064423,537000.0,2026-07-07
070143,534000.0,2026-07-07
069065,534000.0,2026-07-07
072449,531000.0,2026-07-07
069012,530000.0,2026-07-07
062138,529000.0,2026-07-07
063619,527000.0,2026-07-07
2302,525991.0,2026-07-07
071393,524000.0,2026-07-07
068304,523000.0,2026-07-07
054377,522000.0,2026-07-07
062761,521000.0,2026-07-07
062506,519000.0,2026-07-07
069955,519000.0,2026-07-07
056624,519000.0,2026-07-07
1563,518444.0,2026-07-07
054352,518000.0,2026-07-07
08663U,514000.0,2026-07-07
067867,514000.0,2026-07-07
072112,513000.0,2026-07-07
052809,511000.0,2026-07-07
08620U,511000.0,2026-07-07
068538,511000.0,2026-07-07
069156,510000.0,2026-07-07
054007,510000.0,2026-07-07
064796,509000.0,2026-07-07
069021,508000.0,2026-07-07
069965,507000.0,2026-07-07
6442,505732.0,2026-07-07
059083,504000.0,2026-07-07
048474,502000.0,2026-07-07
1434,501418.0,2026-07-07
065202,501000.0,2026-07-07
043558,500000.0,2026-07-07
052921,500000.0,2026-07-07
071509,500000.0,2026-07-07
071805,500000.0,2026-07-07
065311,500000.0,2026-07-07
068292,500000.0,2026-07-07
059852,499000.0,2026-07-07
061279,499000.0,2026-07-07
065790,499000.0,2026-07-07
039609,499000.0,2026-07-07
070461,499000.0,2026-07-07
057284,499000.0,2026-07-07
071083,498000.0,2026-07-07
066963,497000.0,2026-07-07
057998,497000.0,2026-07-07
059464,497000.0,2026-07-07
070734,495000.0,2026-07-07
073044,494000.0,2026-07-07
070543,492000.0,2026-07-07
072661,491000.0,2026-07-07
031549,491000.0,2026-07-07
