date,open,high,low,close,volume,stock_id
2024-08-26,375.0,379.0,371.5,373.0,201951,6533
2024-08-27,369.0,372.5,362.5,362.5,306451,6533
2024-08-28,368.5,370.0,360.0,365.0,272455,6533
2024-08-29,361.0,367.0,357.0,358.0,518604,6533
2024-08-30,359.0,374.5,358.5,368.0,508848,6533
2024-09-02,368.0,372.5,361.0,361.0,224427,6533
2024-09-03,364.0,367.5,351.0,351.0,279623,6533
2024-09-04,334.0,334.0,319.0,320.5,915911,6533
2024-09-05,326.0,347.5,324.0,339.0,861452,6533
2024-09-06,341.5,345.5,336.0,340.0,430392,6533
2024-09-09,332.0,336.0,329.0,332.0,348455,6533
2024-09-10,337.0,338.5,324.0,327.0,262772,6533
2024-09-11,327.0,342.0,327.0,340.0,384908,6533
2024-09-12,345.5,353.5,343.0,352.5,531540,6533
2024-09-13,353.5,357.5,346.5,347.0,422536,6533
2024-09-16,347.0,353.5,343.0,347.0,226564,6533
2024-09-18,347.0,352.0,337.0,337.0,304577,6533
2024-09-19,342.5,352.0,339.0,347.5,258052,6533
2024-09-20,353.5,355.0,347.5,348.0,247875,6533
2024-09-23,348.0,354.0,348.0,350.5,149058,6533
2024-09-24,350.0,350.0,340.0,344.0,283441,6533
2024-09-25,346.5,357.0,346.5,353.0,271943,6533
2024-09-26,358.5,359.0,352.0,352.0,249464,6533
2024-09-27,356.0,382.0,356.0,375.5,1610445,6533
2024-09-30,375.5,384.0,370.5,373.0,1131867,6533
2024-10-01,373.5,374.5,364.5,367.5,395777,6533
2024-10-04,367.5,399.5,367.5,390.0,1690677,6533
2024-10-07,400.0,400.5,383.0,390.0,740742,6533
2024-10-08,400.5,412.0,382.0,404.0,2117563,6533
2024-10-09,408.0,410.0,394.0,395.0,994551,6533
2024-10-11,408.5,415.0,395.0,409.0,2605534,6533
2024-10-14,409.0,411.0,401.0,406.0,902184,6533
2024-10-15,410.5,410.5,400.5,404.0,724999,6533
2024-10-16,398.0,405.5,398.0,401.0,347993,6533
2024-10-17,404.5,407.0,397.0,398.0,380762,6533
2024-10-18,402.0,404.0,390.0,392.0,505204,6533
2024-10-21,398.0,409.5,396.0,404.5,803653,6533
2024-10-22,406.0,406.0,396.5,397.0,351969,6533
2024-10-23,397.0,401.5,395.0,401.0,208322,6533
2024-10-24,399.0,410.5,396.0,396.0,839467,6533
2024-10-25,396.0,399.5,392.0,396.5,256144,6533
2024-10-28,399.0,410.0,399.0,405.5,987704,6533
2024-10-29,404.0,406.5,393.5,402.5,676506,6533
2024-10-30,405.0,408.5,395.0,397.0,817256,6533
2024-11-01,390.0,408.0,389.5,407.5,753855,6533
2024-11-04,407.0,410.0,400.5,409.5,586836,6533
2024-11-05,409.5,412.5,404.0,409.0,516250,6533
2024-11-06,410.0,413.5,407.0,411.0,517671,6533
2024-11-07,411.5,417.5,409.0,413.0,564102,6533
2024-11-08,418.5,418.5,409.0,413.0,420700,6533
2024-11-11,412.0,429.5,411.5,413.0,1220853,6533
2024-11-12,405.0,405.0,391.5,392.5,1050150,6533
2024-11-13,391.5,394.0,380.0,380.0,603483,6533
2024-11-14,380.0,393.0,380.0,385.5,385909,6533
2024-11-15,385.5,388.5,376.5,380.5,351063,6533
2024-11-18,380.0,380.5,365.0,365.0,430175,6533
2024-11-19,366.5,374.0,365.0,370.0,217145,6533
2024-11-20,370.0,370.0,358.0,361.0,449159,6533
2024-11-21,358.5,376.0,358.5,376.0,376903,6533
2024-11-22,379.0,381.5,372.0,372.5,343819,6533
2024-11-25,373.5,380.0,373.5,379.0,175324,6533
2024-11-26,382.0,382.5,373.5,373.5,176699,6533
2024-11-27,371.0,374.5,361.0,361.5,251271,6533
2024-11-28,363.5,364.0,351.5,359.0,274222,6533
2024-11-29,355.5,367.0,354.0,366.0,105354,6533
2024-12-02,368.0,371.5,366.5,368.0,99458,6533
2024-12-03,366.0,378.0,366.0,378.0,206333,6533
2024-12-04,380.5,392.5,380.0,385.0,512251,6533
2024-12-05,388.5,390.5,384.5,390.0,265033,6533
2024-12-06,392.0,392.0,384.0,384.0,205380,6533
2024-12-09,384.5,405.0,384.5,403.0,1219243,6533
2024-12-10,403.0,409.0,400.0,406.0,692321,6533
2024-12-11,400.5,404.0,392.0,393.5,673406,6533
2024-12-12,395.5,405.0,395.5,397.0,372943,6533
2024-12-13,400.0,403.5,398.0,399.5,337896,6533
2024-12-16,406.5,410.0,395.0,400.0,1088783,6533
