date,open,high,low,close,volume,stock_id
2024-06-06,33.8,34.05,33.4,33.95,5011015,1402
2024-06-07,33.85,34.55,33.85,34.55,8674499,1402
2024-06-11,34.15,35.35,34.15,34.9,8764343,1402
2024-06-12,34.9,35.15,34.7,34.85,7938359,1402
2024-06-13,34.9,35.1,34.75,34.75,4517500,1402
2024-06-14,35.0,35.6,35.0,35.55,9032943,1402
2024-06-17,35.55,35.6,35.25,35.25,4242015,1402
2024-06-18,35.4,35.9,35.4,35.9,7023361,1402
2024-06-19,35.9,36.1,35.7,35.8,5759491,1402
2024-06-20,35.8,36.2,35.55,36.2,4289344,1402
2024-06-21,36.0,36.65,35.7,36.3,19432435,1402
2024-06-24,36.1,36.4,35.8,36.4,18849633,1402
2024-06-25,36.45,36.55,35.55,36.55,103199507,1402
2024-06-26,36.55,36.55,35.0,35.25,22823919,1402
2024-06-27,34.75,36.0,34.4,36.0,24483950,1402
2024-06-28,35.7,35.9,35.2,35.25,15597395,1402
2024-07-01,35.25,36.3,35.05,36.0,14584107,1402
2024-07-02,35.6,36.5,35.5,36.3,13298037,1402
2024-07-03,36.55,37.1,36.3,36.75,11218353,1402
2024-07-04,37.0,38.0,36.9,38.0,11720758,1402
2024-07-05,38.0,38.2,37.25,37.25,9742735,1402
2024-07-08,37.2,37.95,37.0,37.55,9892596,1402
2024-07-09,37.55,37.65,37.1,37.55,7242432,1402
2024-07-10,37.55,37.55,36.95,36.95,7701300,1402
2024-07-11,36.9,38.2,36.75,38.0,14610800,1402
2024-07-12,38.0,38.2,37.5,37.8,13892968,1402
2024-07-15,38.0,38.0,37.55,38.0,12259938,1402
2024-07-16,37.5,37.9,37.25,37.5,24847349,1402
2024-07-17,37.2,37.85,36.85,37.3,26906624,1402
2024-07-18,34.0,34.8,32.5,32.9,60962525,1402
2024-07-19,32.95,33.15,32.6,33.05,22203083,1402
2024-07-22,33.0,33.1,32.5,33.0,18223821,1402
2024-07-23,33.2,33.5,32.95,33.4,17129303,1402
2024-07-26,33.35,33.45,33.05,33.4,9343996,1402
2024-07-29,33.7,33.9,33.55,33.6,9336220,1402
2024-07-30,33.5,33.65,33.25,33.65,7841599,1402
2024-07-31,33.6,34.2,33.6,34.0,13139165,1402
2024-08-01,34.1,35.15,34.05,35.15,13165904,1402
2024-08-02,34.5,35.0,34.4,35.0,13336567,1402
2024-08-05,34.4,34.5,33.15,33.2,17128389,1402
2024-08-06,34.25,34.65,33.65,34.1,19699643,1402
2024-08-07,33.95,34.8,33.7,34.1,11481434,1402
2024-08-08,33.3,34.05,33.25,33.65,12830771,1402
2024-08-09,33.9,34.95,33.9,34.8,16776167,1402
2024-08-12,35.1,35.1,34.05,34.45,6902349,1402
2024-08-13,34.8,35.5,34.55,35.5,18779338,1402
2024-08-14,35.8,36.2,35.45,36.2,11156338,1402
2024-08-15,36.4,36.6,35.45,35.45,9637460,1402
2024-08-16,36.2,37.05,35.75,36.85,17394227,1402
2024-08-19,37.1,37.2,36.3,36.35,4777248,1402
2024-08-20,36.5,37.1,36.15,37.1,6388180,1402
2024-08-21,37.15,37.15,36.35,36.8,4802867,1402
2024-08-22,36.85,36.85,36.35,36.85,3018776,1402
