total_score,chip_score,left_side_score,bollinger_score,granville_score,reasons,stock_id,market,price,kd_k,kd_d,bias_60,boll_bandwidth,boll_position,granville_signal,left_side_applicable,left_side_pullback_pct,left_side_typical_pullback_pct,name,industry,avg_volume_lots,avg_turnover,news_theme,news_summary
80.0,50.0,8.0,10.1,12.0,"['千張大戶持股比例近2週變化 +3.01 個百分點', '股東人數近2週變化 -7.00%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 102,914 張（約當期成交量 41.1%）', '近26個交易日融資餘額變化 -18.83%（下降代表籌碼較乾淨）', '近120個交易日內量增創高251.50元（8日前），目前拉回6.8%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約21.3%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬24.7%, 型態=wide, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2603,TWSE,234.5,72.69943854891265,74.73461523802735,11.65337459826211,0.24706751029187285,middle,buy_support,True,6.759443339960239,21.322047237770942,長榮,航運業,17894.3,4208577117.0,運輸事業,
70.0,40.0,8.0,10.1,12.0,"['千張大戶持股比例近2週變化 +4.45 個百分點', '股東人數近2週變化 -4.26%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 161,820 張（約當期成交量 13.5%）', '近26個交易日融資餘額變化 +18.73%（下降代表籌碼較乾淨）', '近120個交易日內量增創高64.50元（7日前），目前拉回10.9%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約31.9%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬32.5%, 型態=wide, 位置=middle, 開喇叭=是）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2609,TWSE,57.5,55.329952287562165,61.132711151494625,8.939341311692823,0.3252413728230783,middle,buy_support,True,10.852713178294573,31.875719217491373,陽明,航運業,85738.0,5112225330.0,運輸事業,
68.5,47.0,8.0,6.0,7.5,"['千張大戶持股比例近2週變化 +2.45 個百分點', '股東人數近2週變化 -9.92%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 96,533 張（約當期成交量 16.6%）', '近26個交易日融資餘額變化 -5.89%（下降代表籌碼較乾淨）', '近120個交易日內量增創高126.50元（6日前），目前拉回11.5%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約30.8%', '布林型態中性，無明顯訊號（帶寬55.9%, 型態=wide, 位置=middle, 開喇叭=是）', '未明顯符合葛蘭碧買賣點規則']",2615,TWSE,112.0,65.61193343605039,71.12078628289221,25.342734038386205,0.5588821878756525,middle,neutral,True,11.462450592885375,30.8300395256917,萬海,航運業,41421.3,4667874221.0,運輸事業,
63.0,41.0,0.0,10.1,12.0,"['千張大戶持股比例近2週變化 +0.77 個百分點', '股東人數近2週變化 -1.54%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 56,667 張（約當期成交量 4.5%）', '近26個交易日融資餘額變化 -17.54%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬19.2%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",2408,TWSE,518.0,83.195460697084,85.03258749967947,15.90311573530234,0.19173442698716936,middle,buy_support,False,4.6040515653775325,23.203232864530925,南亞科,半導體業,89146.9,45416703512.0,IC製造,
61.5,36.5,0.0,10.1,15.0,"['千張大戶持股比例近2週變化 +1.71 個百分點', '股東人數近2週變化 -5.24%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計賣超 1,812 張（約當期成交量 -0.1%）', '近26個交易日融資餘額變化 -10.49%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬11.9%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",2344,TWSE,179.0,53.71021381227733,54.11682792389083,2.17380963706417,0.11931078090812952,middle,buy_breakout,False,19.36936936936937,22.207565162110612,華邦電,半導體業,163342.1,29073687706.0,IC製造,
58.0,24.5,20.0,6.0,7.5,"['千張大戶持股比例近2週變化 -0.06 個百分點', '股東人數近2週變化 -1.36%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 27,234 張（約當期成交量 11.3%）', '近26個交易日融資餘額變化 +7.89%（下降代表籌碼較乾淨）', '近120個交易日內量增創高417.00元（63日前），目前拉回19.2%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約14.3%', '布林型態中性，無明顯訊號（帶寬13.8%, 型態=normal, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",2382,TWSE,337.0,47.12665305679201,41.20607693336506,-1.7015070491006268,0.13838205893682393,middle,neutral,True,19.18465227817746,14.329268292682926,廣達,電子工業,17237.1,5613168423.0,電腦系統業,
57.5,44.0,0.0,6.0,7.5,"['千張大戶持股比例近2週變化 +1.03 個百分點', '股東人數近2週變化 -18.01%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 56,511 張（約當期成交量 17.1%）', '近26個交易日融資餘額變化 -11.10%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '布林型態中性，無明顯訊號（帶寬28.4%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",3037,TWSE,973.0,64.93455799976384,73.7014199910655,2.023697179406517,0.2837813804298923,middle,neutral,False,17.542372881355934,17.553056129063236,欣興,電子工業,23574.4,24969202644.0,印刷電路板相關,
57.5,32.5,0.0,10.1,15.0,"['千張大戶持股比例近2週變化 +3.47 個百分點', '股東人數近2週變化 -6.23%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計賣超 3,150 張（約當期成交量 -1.3%）', '近26個交易日融資餘額變化 +48.21%（下降代表籌碼較乾淨）', '近期未出現「量增創高後拉回」型態，此項不適用', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬19.9%, 型態=normal, 位置=upper, 開喇叭=否）', '月線上揚，股價向上突破月線 -> 葛蘭碧買點①']",2464,TWSE,202.0,76.86928903914179,76.51300280160552,20.843511640660054,0.19889127795835645,upper,buy_breakout,False,4.265402843601896,20.134983127109116,盟立,其他電子業,17860.0,3349730641.0,機器人,
57.0,17.0,18.0,10.1,12.0,"['千張大戶持股比例近2週變化 -0.86 個百分點', '股東人數近2週變化 +1.22%（下降代表散戶籌碼流出、籌碼集中）', '近14個交易日三大法人合計買超 24,282 張（約當期成交量 0.8%）', '近26個交易日融資餘額變化 +2.90%（下降代表籌碼較乾淨）', '近120個交易日內量增創高88.70元（66日前），目前拉回20.6%，已拉回至季線附近或以下，歷史慣性拉回幅度中位數約21.4%', '股價於布林上通道與月線之間震盪，符合多頭排列格局 -> 良好趨勢型態(範例3)（帶寬18.9%, 型態=normal, 位置=middle, 開喇叭=否）', '月線上揚，股價拉回獲得月線支撐 -> 葛蘭碧買點②']",6770,TWSE,70.4,54.42277895706959,52.82511117175154,1.2937494754259635,0.18864653641922438,middle,buy_support,True,20.631341600901912,21.408457499212854,力積電,半導體業,224068.6,15962920752.0,IC製造,
57.0,29.5,14.0,6.0,7.5,"['千張大戶持股比例近2週變化 +2.70 個百分點', '股東人數近2週變化 -1.80%（下降代表散戶籌碼流出、籌碼集中）', '近23個交易日三大法人合計賣超 3,999 張（約當期成交量 -3.4%）', '近26個交易日融資餘額變化 +3.32%（下降代表籌碼較乾淨）', '近120個交易日內量增創高870.00元（69日前），目前拉回39.1%，尚未拉回到季線附近，歷史慣性拉回幅度中位數約13.7%', '布林型態中性，無明顯訊號（帶寬26.9%, 型態=wide, 位置=middle, 開喇叭=否）', '未明顯符合葛蘭碧買賣點規則']",4991,TPEx,530.0,57.95799829005233,49.20324715968999,10.315161396631572,0.2687865103398286,middle,neutral,True,39.08045977011494,13.709677419354838,環宇-KY,半導體業,5187.3,2587001216.0,IC製造,
